Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Age
Ethan Roberts,CHC,3,3,,4.22325,65,0,0,1,,65,280,61,33,31,9,27,,3,64,8.83222,3.74308,2.35962,1.21159,0.227479,0.0964053,0.1310740932822227,0.242954,1.35123,0.292888,0.729382,0.38396,,4.34649,-0.0616399,0.0204733,999.0,,,,,,,253.7,3.9030769230769233,250,3.8461538461538463,,,,,,,,,,,,,,,,,,,Ethan Roberts,24930,681799,27.6
Scott McGough,ARI,3,3,,4.23593,65,0,0,2,,65,282,63,33,31,8,28,,2,61,8.47515,3.87998,2.18433,1.08236,0.216963,0.099327,0.1176360994577407,0.250078,1.39927,0.301798,0.72419,0.433039,,4.25309,-0.0616423,0.16586,999.0,,,,,,,258.8,3.9815384615384617,261,4.015384615384615,,,,,,,,,,,,,,,,,,,Scott McGough,12056,543518,35.3
Colin Poche,,3,3,,4.31629,65,0,0,12,,65,279,62,33,31,10,25,,2,59,8.11969,3.4914,2.32563,1.33576,0.209939,0.0902719,0.1196667850017547,0.244291,1.33442,0.282621,0.730139,0.344243,,4.56043,-0.0616549,0.128977,746.0,,,,,,,281.8,4.335384615384616,280,4.3076923076923075,,,,,,,,,,,,,,,,,,,Colin Poche,19403,621363,31.1
Victor González,LAA,3,3,,4.24993,65,0,0,2,,65,285,66,33,31,7,29,,3,53,7.40471,4.07929,1.8152,1.02971,0.187339,0.103206,0.0841331258416175,0.259784,1.46285,0.303541,0.728525,0.491542,,4.52473,-0.0621699,0.117299,999.0,,,,,,,241.3,3.712307692307692,252,3.876923076923077,,,,,,,,,,,,,,,,,,,Victor Gonzalez,16408,624647,29.2
Brooks Gosswein,,10,14,,5.08428,32,32,0,0,,200,908,217,122,113,27,104,,10,131,5.9076,4.6926,1.25892,1.2033,0.144581,0.114846,0.0297356843948364,0.273753,1.6079,0.299736,0.703446,0.460986,,5.30508,-0.0626348,0.260234,999.0,,,,,,,503.7000000000001,2.5185000000000004,569,2.845,,,,,,,,,,,,,,,,,,,Brooks Gosswein,sa3017315,694747,26.4
Trevor Richards,CHC,3,3,,4.22649,65,0,0,2,,65,281,59,33,31,9,29,,2,69,9.51563,4.0446,2.35268,1.28593,0.244763,0.104036,0.1407270804047584,0.235049,1.35071,0.287895,0.738253,0.341194,,4.36459,-0.0627095,0.0204155,999.0,,,,,,,269.9,4.152307692307692,261,4.015384615384615,,,,,,,,,,,,,,,,,,,Trevor Richards,19309,670950,31.8
Manuel Castro,SDP,3,3,,4.23513,65,0,0,0,,65,280,62,33,31,9,26,,3,58,7.9731,3.546,2.24848,1.215,0.205975,0.0916066,0.1143687516450882,0.248655,1.3551,0.290441,0.727639,0.415295,,4.45708,-0.062768,0.0245528,999.0,,,,,,,238.1,3.663076923076923,237,3.646153846153846,,,,,,,,,,,,,,,,,,,Manuel Castro,sa3017493,701195,22.8
Magnus Ellerts,CLE,3,3,,4.20471,65,0,0,0,,65,283,60,33,30,8,30,,3,66,9.1917,4.2156,2.1804,1.1232,0.234512,0.107555,0.1269575282931327,0.239838,1.39,0.295494,0.729873,0.409015,,4.28348,-0.0629551,-0.0480612,999.0,,,,,,,259.6,3.993846153846154,254,3.907692307692307,,,,,,,,,,,,,,,,,,,Magnus Ellerts,sa3020813,701884,23.9
Ryan Tepera,,3,3,,4.36707,65,0,0,0,,65,281,64,34,32,9,23,,3,57,7.9389,3.2166,2.4681,1.2411,0.204095,0.0826932,0.121402122080326,0.252803,1.3473,0.294229,0.716489,0.395005,,4.41388,-0.0637797,-0.0222631,999.0,,,,,,,239.9,3.690769230769231,244,3.753846153846154,,,,,,,,,,,,,,,,,,,Ryan Tepera,10291,572193,37.3
Riley Pint,CLE,3,3,,3.97791,65,0,0,0,,65,288,56,31,29,6,39,,5,73,10.1331,5.3973,1.87744,0.8631,0.254211,0.135403,0.1188078671693801,0.228902,1.4595,0.301413,0.737904,0.477912,,4.17978,-0.0641792,0.15768,999.0,,,,,,,275.6,4.24,261,4.015384615384615,,,,,,,,,,,,,,,,,,,Riley Pint,21858,666207,27.3
Brad Hand,,3,3,,4.27851,65,0,0,0,,65,282,62,33,31,8,27,,4,60,8.3511,3.7197,2.2451,1.1664,0.213703,0.0951865,0.1185168176889419,0.247021,1.3691,0.293833,0.723355,0.386996,,4.41358,-0.0642244,0.0800043,999.0,,,,,,,248.40000000000003,3.821538461538462,248,3.815384615384616,,,,,,,,,,,,,,,,,,,Brad Hand,9111,543272,34.9
Jose Gonzalez,TEX,10,14,,5.26743,32,32,0,0,,200,892,215,125,117,35,83,,10,148,6.6573,3.7215,1.78888,1.5867,0.165852,0.092713,0.0731390193104744,0.268759,1.488,0.291434,0.69732,0.37863,,5.36498,-0.0643916,-0.187588,999.0,,,,,,,507.5,2.5375,562,2.81,,,,,,,,,,,,,,,,,,,Jose Gonzalez,sa3015415,683681,23.5
Cam Vieaux,,3,3,,4.27059,65,0,0,0,,65,283,65,33,31,8,26,,3,54,7.443,3.5775,2.0805,1.1025,0.190028,0.0913373,0.0986902639269828,0.256102,1.3985,0.296881,0.722657,0.419222,,4.43518,-0.0653106,0.199548,999.0,,,,,,,234.6,3.6092307692307695,242,3.723076923076923,,,,,,,,,,,,,,,,,,,Cam Vieaux,19529,664944,31.2
Alex Powers,,3,3,,4.35366,65,0,0,0,,65,282,63,34,31,9,25,,3,60,8.244,3.5244,2.33912,1.2132,0.211303,0.0903345,0.1209688484668731,0.250263,1.3656,0.295379,0.71936,0.399993,,4.41618,-0.0654845,-0.0222631,999.0,,,,,,,242.5,3.730769230769231,244,3.753846153846154,,,,,,,,,,,,,,,,,,,Alex Powers,sa621533,641988,33.0
Jared Shuster,CHW,3,3,,4.49731,65,0,1,12,,65,282,66,35,32,10,24,,2,51,7.04472,3.34944,2.10325,1.35068,0.180736,0.0859318,0.0948043465614318,0.259303,1.39129,0.289932,0.724505,0.392896,,4.75383,-0.0656787,-0.111109,999.0,,,,,,,263.4,4.052307692307692,272,4.184615384615385,,,,,,,,,,,,,,,,,,,Jared Shuster,27472,694363,26.5
Luis Frías,CLE,3,3,,4.13005,65,0,0,2,,65,281,61,32,30,8,28,,3,65,8.99626,3.88871,2.31343,1.10648,0.231205,0.0999404,0.1312646046280861,0.242402,1.36506,0.297113,0.729487,0.418633,,4.18895,-0.0657605,0.0580278,999.0,,,,,,,269.0,4.138461538461539,266,4.092307692307692,,,,,,,,,,,,,,,,,,,Luis Frias,21997,666818,26.7
Luis Castillo,SEA,3,3,,3.99969,65,0,0,0,,65,278,64,31,29,8,22,,3,55,7.6482,3.0231,2.52992,1.1151,0.198923,0.0786283,0.1202949360013008,0.25113,1.3141,0.292418,0.729064,0.450968,,4.20798,-0.0658104,0.0101453,999.0,,,,,,,251.2,3.864615384615385,256,3.9384615384615382,,,,,,,,,,,,,,,,,,,Luis Castillo,20638,622379,29.9
Victor Vargas,,10,15,,5.229,32,32,0,0,,200,884,225,124,116,34,68,,9,123,5.5467,3.0393,1.82499,1.5354,0.139403,0.0763854,0.0630174204707145,0.278674,1.4624,0.29366,0.688319,0.405004,,5.30698,-0.0664592,0.0759198,999.0,,,,,,,491.7999999999999,2.4589999999999996,573,2.865,,,,,,,,,,,,,,,,,,,Victor Vargas,sa3007724,678660,24.4
Jacob Watters,TBR,9,14,,4.97727,32,32,0,0,,200,899,211,119,111,26,102,,10,139,6.2406,4.6017,1.35615,1.1799,0.15426,0.113749,0.0405116826295852,0.267997,1.5652,0.296911,0.701113,0.47353,,5.17148,-0.0670609,0.0274719,999.0,,,,,,,553.6,2.768,604,3.02,,,,,,,,,,,,,,,,,,,Jacob Watters,sa3020628,802138,24.0
Félix Peña,,3,3,,4.35303,65,0,0,0,,65,281,67,34,31,8,23,,3,52,7.245,3.1896,2.27144,1.1574,0.186127,0.0819422,0.104184977710247,0.260902,1.3793,0.299295,0.714858,0.441993,,4.41838,-0.0671152,-0.0222631,999.0,,,,,,,234.40000000000003,3.6061538461538465,247,3.8,,,,,,,,,,,,,,,,,,,Felix Pena,13403,570240,35.0
Conner Menez,,3,3,,4.09527,65,0,0,0,,65,279,63,32,30,8,24,,3,57,7.9578,3.3507,2.37497,1.1664,0.206011,0.0867428,0.1192684173583984,0.249213,1.3387,0.292179,0.732506,0.412024,,4.32548,-0.0679697,0.125792,999.0,,,,,,,251.8,3.873846153846154,254,3.907692307692307,,,,,,,,,,,,,,,,,,,Conner Menez,19199,669214,29.7
Andrew Edwards,,3,3,,4.20813,65,0,0,0,,65,283,62,33,30,8,29,,3,61,8.4312,4.0113,2.10186,1.1421,0.215109,0.102342,0.1127669289708137,0.245961,1.3957,0.294101,0.732406,0.406009,,4.42038,-0.0685973,0.0806742,999.0,,,,,,,247.40000000000003,3.806153846153846,247,3.8,,,,,,,,,,,,,,,,,,,Andrew Edwards,sa1170614,688584,27.8
Tyler Mitzel,,3,3,,4.32369,65,0,0,0,,65,280,65,34,31,9,23,,3,56,7.686,3.1626,2.43028,1.2231,0.198144,0.0815313,0.1166125312447547,0.254627,1.3474,0.294383,0.717977,0.412002,,4.42038,-0.0685973,-0.0222631,999.0,,,,,,,235.3,3.62,242,3.723076923076923,,,,,,,,,,,,,,,,,,,Tyler Mitzel,sa3007862,682523,28.8
Owen Wild,TBR,10,15,,5.06061,32,32,0,0,,200,881,209,120,112,34,80,,9,151,6.8112,3.6153,1.88399,1.5102,0.171766,0.0911711,0.0805946439504623,0.263535,1.4453,0.288529,0.69945,0.372277,,5.17228,-0.0687159,-0.0681593,999.0,,,,,,,553.4,2.767,593,2.965,,,,,,,,,,,,,,,,,,,Owen Wild,sa3023278,801643,22.5
Brent Suter,CIN,3,3,,4.52091,65,0,0,11,,65,284,70,35,33,10,21,,3,52,7.18366,2.87571,2.49804,1.37479,0.182864,0.0732029,0.1096611097455024,0.267833,1.39168,0.301231,0.722679,0.432228,,4.64135,-0.0691381,0.0949156,999.0,,,,,,,252.0,3.876923076923077,271,4.1692307692307695,,,,,,,,,,,,,,,,,,,Brent Suter,13942,608718,35.5
Ryan Ramsey,KCR,10,14,,5.20722,32,32,0,0,,200,903,214,123,116,30,97,,11,137,6.1857,4.3515,1.42151,1.3446,0.152293,0.107135,0.0451584234833717,0.269222,1.5532,0.293407,0.696408,0.385048,,5.35318,-0.0698389,0.623181,999.0,,,,,,,504.6,2.523,560,2.8,,,,,,,,,,,,,,,,,,,Ryan Ramsey,sa3020605,687547,24.1
Matt Barnes,,3,3,,4.6108,65,0,0,0,,65,285,66,36,33,9,27,,3,55,7.61417,3.73852,2.03668,1.22228,0.192892,0.094709,0.098183125257492,0.256764,1.42319,0.296276,0.708447,0.413,,4.6229,-0.0707765,-0.227717,999.0,,,,,,,218.7,3.364615384615385,228,3.5076923076923077,,,,,,,,,,,,,,,,,,,Matt Barnes,12863,598264,34.7
Brett Eibner,,3,3,,4.38219,65,0,0,0,,65,281,64,34,32,9,24,,3,58,8.0604,3.3399,2.41337,1.2501,0.207315,0.0859028,0.1214120388031005,0.253188,1.36,0.296033,0.719066,0.397,,4.42358,-0.0709688,-0.0222631,999.0,,,,,,,238.9,3.675384615384615,243,3.7384615384615385,,,,,,,,,,,,,,,,,,,Brett Eibner,11369,518649,36.2
Jack O'Loughlin,COL,3,3,,4.81662,65,0,0,0,,65,286,71,37,35,10,23,,3,51,7.0479,3.1995,2.20281,1.3221,0.17822,0.0809058,0.0973145216703414,0.273793,1.4487,0.308966,0.704,0.432551,,4.71358,-0.0711069,0.172119,999.0,,,,,,,197.4,3.036923076923077,219,3.3692307692307693,,,,,,,,,,,,,,,,,,,Jack O'Loughlin,22690,672552,24.9
Matt Hardy,MIL,3,3,,4.32792,65,0,0,0,,65,282,65,34,31,8,25,,3,56,7.7787,3.5154,2.21275,1.1745,0.199056,0.0899585,0.1090971902012825,0.255319,1.3878,0.297743,0.720936,0.442628,,4.44328,-0.0711714,-0.000585171,999.0,,,,,,,241.6,3.716923076923077,249,3.830769230769231,,,,,,,,,,,,,,,,,,,Matt Hardy,sa3004120,677185,29.6
Luis Angel Rodriguez,HOU,10,13,,5.0283,32,32,0,0,,200,894,200,119,112,32,102,,11,165,7.4223,4.5828,1.6196,1.4373,0.184497,0.113915,0.0705816522240638,0.255982,1.5094,0.287557,0.710519,0.375426,,5.28128,-0.0716218,0.312549,999.0,,,,,,,557.4000000000001,2.7870000000000004,575,2.875,,,,,,,,,,,,,,,,,,,Luis Angel Rodriguez,sa3005435,678296,25.4
Joe Jacques,LAD,3,3,,4.1273,65,0,0,4,,65,283,67,33,30,7,24,,4,50,6.90432,3.37971,2.04287,1.02233,0.17606,0.0861824,0.0898772999644279,0.263276,1.40674,0.302235,0.7261,0.508069,,4.43023,-0.0716283,0.065132,999.0,,,,,,,252.7,3.887692307692307,266,4.092307692307692,,,,,,,,,,,,,,,,,,,Joe Jacques,25178,682175,29.9
Woo-Suk Go,MIA,3,3,,4.37013,65,0,0,0,,65,283,63,34,32,8,28,,3,59,8.2368,3.8565,2.13582,1.1475,0.209956,0.0983024,0.1116540431976318,0.250682,1.4022,0.2978,0.719212,0.414617,,4.41798,-0.0719593,0.0851428,999.0,,,,,,,243.8,3.750769230769231,246,3.784615384615385,,,,,,,,,,,,,,,,,,,Woo-Suk Go,sa3012630,808970,26.5
Dinelson Lamet,,3,3,,4.21893,65,0,0,0,,65,281,62,33,30,8,27,,3,60,8.2683,3.6837,2.24456,1.134,0.212514,0.0946796,0.1178348362445831,0.247739,1.3682,0.294738,0.723947,0.422011,,4.32428,-0.0721545,0.0800043,999.0,,,,,,,251.40000000000003,3.867692307692309,251,3.8615384615384616,,,,,,,,,,,,,,,,,,,Dinelson Lamet,17186,659275,32.6
Ian Gibaut,CIN,3,3,,4.56417,65,0,0,0,,65,282,65,35,33,10,25,,3,61,8.4717,3.4803,2.43419,1.3905,0.21669,0.0890193,0.1276703551411628,0.254072,1.3804,0.298085,0.719869,0.405324,,4.59108,-0.0729143,0.0933125,999.0,,,,,,,227.0,3.4923076923076923,233,3.5846153846153848,,,,,,,,,,,,,,,,,,,Ian Gibaut,17871,664139,31.2
Eduardo Salazar,WSN,3,3,,4.25045,65,0,1,13,,65,282,66,33,31,7,25,,4,48,6.61634,3.43618,1.92549,1.02611,0.169305,0.087928,0.0813765749335289,0.261688,1.40119,0.297208,0.714832,0.489902,,4.51852,-0.0733643,0.133067,999.0,,,,,,,289.29999999999995,4.45076923076923,300,4.615384615384615,,,,,,,,,,,,,,,,,,,Eduardo Salazar,23135,674285,26.8
Trevor Williams,WSN,3,4,,4.4391,65,0,0,0,,65,279,67,34,32,10,19,,2,53,7.32093,2.63926,2.77386,1.38161,0.18964,0.0683669,0.1212732940912246,0.26,1.32252,0.292721,0.716335,0.400519,,4.52718,-0.0740547,0.0316291,518.9199829101562,,,,,,,226.8,3.48923076923077,238,3.6615384615384614,,,,,,,,,,,,,,,,,,,Trevor Williams,16977,592866,32.8
Luis Peralta,COL,3,3,,4.63223,65,0,2,13,,65,289,64,36,33,8,33,,4,63,8.71637,4.62329,1.88532,1.14871,0.217909,0.115582,0.1023271009325981,0.256158,1.50584,0.311304,0.718043,0.439142,,4.60253,-0.0746547,0.263964,999.0,,,,,,,293.20000000000005,4.510769230769231,298,4.584615384615384,,,,,,,,,,,,,,,,,,,Luis Peralta,24203,678821,24.1
Alan Rangel,PHI,3,3,,4.34729,65,0,0,1,,65,276,62,33,31,11,21,,2,58,7.98967,2.84625,2.80709,1.48618,0.20933,0.0745719,0.134757712483406,0.246104,1.27284,0.279266,0.728305,0.33917,,4.59952,-0.0754815,0.16536,999.0,,,,,,,235.5,3.623076923076923,233,3.5846153846153848,,,,,,,,,,,,,,,,,,,Alan Rangel,sa877578,660604,27.5
Matt Carasiti,,3,3,,4.18329,65,0,0,0,,65,283,63,33,30,7,29,,3,57,7.8633,3.96,1.98568,1.0071,0.200758,0.101103,0.0996553376317024,0.252561,1.4165,0.300125,0.723505,0.477013,,4.33058,-0.0761559,0.0806742,999.0,,,,,,,249.09999999999997,3.832307692307692,252,3.876923076923077,,,,,,,,,,,,,,,,,,,Matt Carasiti,13276,571539,33.6
Matt Mullenbach,,3,3,,4.32711,65,0,0,0,,65,282,66,34,31,8,24,,3,52,7.2369,3.357,2.15576,1.1205,0.185362,0.0859843,0.0993775948882103,0.259974,1.3921,0.299057,0.716045,0.456003,,4.43078,-0.0763039,-0.0222631,999.0,,,,,,,234.00000000000003,3.6000000000000005,244,3.753846153846154,,,,,,,,,,,,,,,,,,,Matt Mullenbach,sa3010581,688873,28.4
Connor Seabold,,3,3,,4.23384,65,0,0,4,,65,275,64,33,31,10,17,,3,58,8.05329,2.34549,3.43352,1.38411,0.211534,0.0616085,0.1499255374073982,0.250465,1.24149,0.288423,0.721255,0.347305,,4.31774,-0.0763898,-0.0777349,999.0,,,,,,,263.6,4.055384615384615,267,4.107692307692307,,,,,,,,,,,,,,,,,,,Connor Seabold,19695,657756,29.1
Oddanier Mosqueda,STL,3,3,,3.99897,65,0,0,0,,65,283,61,31,29,7,30,,4,59,8.1774,4.0941,1.99736,1.0062,0.208634,0.104455,0.104179099202156,0.243553,1.389,0.292124,0.735428,0.443461,,4.36178,-0.0765479,0.267957,999.0,,,,,,,252.3,3.881538461538461,250,3.8461538461538463,,,,,,,,,,,,,,,,,,,Oddanier Mosqueda,sa917882,665996,25.8
Parker Mushinski,CLE,3,3,,4.13478,65,0,0,0,,65,283,64,32,30,7,26,,4,57,7.9047,3.6396,2.17186,1.0188,0.201399,0.092731,0.1086677387356758,0.254579,1.3954,0.302564,0.724542,0.472887,,4.28638,-0.0781079,0.057388,999.0,,,,,,,252.49999999999997,3.884615384615384,258,3.96923076923077,,,,,,,,,,,,,,,,,,,Parker Mushinski,21324,656786,29.2
Thomas Burrows,,3,3,,4.22712,65,0,0,0,,65,281,63,33,31,9,25,,3,59,8.1513,3.5298,2.30928,1.2132,0.209314,0.0906402,0.118673451244831,0.248192,1.3564,0.29159,0.729566,0.388994,,4.43378,-0.078527,0.0806742,999.0,,,,,,,240.5,3.7,242,3.723076923076923,,,,,,,,,,,,,,,,,,,Thomas Burrows,sa874215,641425,30.4
Thomas Eshelman,,9,14,,5.26356,32,32,0,0,,200,874,237,125,117,36,46,,9,102,4.5792,2.0808,2.20069,1.6173,0.116404,0.0528941,0.0635094977915287,0.289915,1.4184,0.295758,0.681168,0.401007,,5.31298,-0.0785304,-0.0156079,999.0,,,,,,,460.0,2.3,571,2.855,,,,,,,,,,,,,,,,,,,Thomas Eshelman,18361,664045,30.7
Luis Guerrero,BOS,3,3,,4.52816,65,0,0,1,,65,285,61,35,33,8,32,,4,64,8.89708,4.41043,2.01728,1.17617,0.225096,0.111584,0.1135123819112777,0.244979,1.43188,0.297636,0.71565,0.389309,,4.52982,-0.0788774,0.0812725,999.0,,,,,,,248.00000000000003,3.815384615384616,245,3.769230769230769,,,,,,,,,,,,,,,,,,,Luis Guerrero,31184,692285,24.5
Andrew Suárez,,3,3,,4.22568,65,0,0,0,,65,281,65,33,31,8,24,,2,53,7.3629,3.3579,2.19271,1.1592,0.189375,0.0863657,0.1030092611908912,0.256707,1.3768,0.295275,0.726882,0.428001,,4.43498,-0.0794159,0.0806742,999.0,,,,,,,241.6,3.716923076923077,249,3.830769230769231,,,,,,,,,,,,,,,,,,,Andrew Suarez,18300,605498,32.4
Kyle Dowdy,,3,3,,4.34061,65,0,0,0,,65,283,64,34,31,8,28,,3,57,7.9533,3.8592,2.06087,1.1223,0.20273,0.0983712,0.1043587997555732,0.252945,1.4121,0.298229,0.720716,0.434995,,4.43498,-0.0794159,-0.0222631,999.0,,,,,,,237.2,3.6492307692307695,242,3.723076923076923,,,,,,,,,,,,,,,,,,,Kyle Dowdy,19285,664871,32.0
Luinder Avila,KCR,3,3,,4.4713,65,0,0,3,,65,286,68,35,32,7,27,,4,50,6.95584,3.74593,1.85691,0.998936,0.17583,0.0946895,0.0811401158571243,0.265149,1.45677,0.305721,0.706096,0.474098,,4.47707,-0.0794939,0.018598,999.0,,,,,,,237.09999999999997,3.6476923076923073,253,3.892307692307692,,,,,,,,,,,,,,,,,,,Luinder Avila,sa3006507,679883,23.5
Trent Harris,SFG,3,3,,4.02747,65,0,0,4,,65,279,62,32,29,8,24,,3,59,8.13951,3.36843,2.41641,1.06002,0.210362,0.0870557,0.1233066618442535,0.246457,1.33197,0.293299,0.725821,0.434608,,4.12883,-0.0797504,0.0436887,999.0,,,,,,,274.40000000000003,4.221538461538462,274,4.2153846153846155,,,,,,,,,,,,,,,,,,,Trent Harris,sa3022526,805345,26.1
Tony Dibrell,,9,14,,5.25951,32,32,0,0,,200,890,212,124,117,35,85,,9,154,6.9174,3.8412,1.80084,1.5759,0.17268,0.0958886,0.0767917409539222,0.265704,1.4847,0.290605,0.697586,0.353997,,5.31408,-0.0807428,0.0759198,999.0,,,,,,,524.3,2.6214999999999997,571,2.855,,,,,,,,,,,,,,,,,,,Tony Dibrell,sa3004657,675914,29.3
Sam Bachman,LAA,3,3,,4.43098,65,0,0,1,,65,284,66,35,32,8,27,,3,55,7.54943,3.7765,1.99905,1.16049,0.191923,0.0960069,0.0959159284830093,0.258819,1.42896,0.30027,0.718315,0.465672,,4.57759,-0.0809578,-0.0862263,999.0,,,,,,,235.00000000000003,3.615384615384616,245,3.769230769230769,,,,,,,,,,,,,,,,,,,Sam Bachman,29754,696147,25.4
Connor Gillispie,MIA,3,3,,4.48288,65,0,0,2,,65,280,64,34,32,10,22,,3,56,7.76749,3.11145,2.49642,1.38435,0.200229,0.0802065,0.1200226098299026,0.250392,1.32561,0.285191,0.716105,0.344689,,4.63068,-0.0810329,0.0854749,999.0,,,,,,,236.6,3.64,240,3.692307692307693,,,,,,,,,,,,,,,,,,,Connor Gillispie,26171,687362,27.3
Mason Fluharty,TOR,3,3,,4.12992,65,0,0,0,,65,281,61,32,30,9,26,,3,60,8.3484,3.5667,2.34065,1.2087,0.214921,0.0918211,0.1231000870466232,0.243605,1.3401,0.287832,0.734758,0.385936,,4.38228,-0.0811557,0.0647186,999.0,,,,,,,244.7,3.764615384615385,241,3.707692307692308,,,,,,,,,,,,,,,,,,,Mason Fluharty,sa3020261,689254,23.5
Nick Jones,LAA,3,3,,4.31127,65,0,0,0,,65,284,64,34,31,8,29,,4,58,7.9659,3.9681,2.00748,1.1754,0.202355,0.1008,0.1015546321868896,0.252501,1.4203,0.296462,0.72964,0.441791,,4.57968,-0.0823186,0.0155775,999.0,,,,,,,233.2,3.5876923076923077,238,3.6615384615384614,,,,,,,,,,,,,,,,,,,Nick Jones,sa3017419,694559,26.1
Dylan File,SEA,10,15,,4.84461,32,32,0,0,,200,866,221,115,108,34,50,,10,123,5.5494,2.2617,2.45364,1.5453,0.142369,0.0580235,0.0843454226851463,0.273802,1.3542,0.287425,0.698048,0.406662,,5.07408,-0.0829411,0.0108372,999.0,,,,,,,553.1999999999999,2.7659999999999996,624,3.12,,,,,,,,,,,,,,,,,,,Dylan File,sa3004197,668766,28.7
Justin Lewis,CLE,9,14,,5.19327,32,32,0,0,,200,890,214,123,115,34,83,,8,155,6.9759,3.7557,1.85742,1.5084,0.174102,0.0937332,0.0803683772683143,0.267834,1.4866,0.295668,0.696907,0.381276,,5.17388,-0.0831068,-0.22139,999.0,,,,,,,542.4,2.7119999999999997,595,2.975,,,,,,,,,,,,,,,,,,,Justin Lewis,sa3008577,657660,29.5
Ryan Zeferjahn,LAA,3,3,,4.52859,65,0,1,13,,65,285,61,35,33,10,31,,4,64,8.80852,4.24953,2.07282,1.32625,0.223247,0.107702,0.1155448108911514,0.242589,1.40555,0.288819,0.723794,0.377115,,4.73412,-0.0837957,-0.0864706,704.6799926757812,,,,,,,279.4,4.298461538461538,275,4.230769230769231,,,,,,,,,,,,,,,,,,,Ryan Zeferjahn,25420,666171,27.0
Dale Stanavich,MIA,3,3,,4.22982,65,0,0,4,,65,285,62,33,31,8,32,,3,60,8.36379,4.3857,1.90706,1.05381,0.211606,0.110959,0.1006466746330261,0.247311,1.44113,0.297729,0.730635,0.43068,,4.4347,-0.0842809,0.185468,999.0,,,,,,,252.40000000000003,3.883076923076924,252,3.876923076923077,,,,,,,,,,,,,,,,,,,Dale Stanavich,sa3019833,689359,25.6
Tommy Eveld,,3,3,,4.33449,65,0,0,0,,65,280,65,34,31,9,22,,3,55,7.5789,3.0438,2.48995,1.2546,0.195792,0.0786329,0.1171588003635406,0.255168,1.3381,0.292976,0.718148,0.405003,,4.44168,-0.0843798,-0.0222631,999.0,,,,,,,236.3,3.635384615384615,243,3.7384615384615385,,,,,,,,,,,,,,,,,,,Tommy Eveld,sa918150,669746,31.1
Chris Roycroft,STL,3,3,,4.0582,65,0,0,1,,65,283,64,32,29,7,28,,3,54,7.4772,3.91146,1.91162,0.926869,0.191001,0.0999162,0.0910851284861564,0.25372,1.41591,0.299371,0.726085,0.497,,4.28983,-0.0846517,0.163221,999.0,,,,,,,247.49999999999997,3.807692307692307,253,3.892307692307692,,,,,,,,,,,,,,,,,,,Chris Roycroft,31261,688297,27.7
Derek Diamond,PIT,9,15,,5.37381,32,32,0,0,,200,894,236,128,119,31,70,,8,104,4.7016,3.1608,1.48747,1.413,0.11692,0.0786034,0.0383169203996658,0.289079,1.5296,0.300677,0.680104,0.430688,,5.33748,-0.0852512,0.104071,999.0,,,,,,,459.1,2.2955,571,2.855,,,,,,,,,,,,,,,,,,,Derek Diamond,sa3020470,682981,24.1
Touki Toussaint,,3,3,,4.15494,65,0,0,0,,65,286,61,33,30,7,33,,4,63,8.6706,4.5099,1.92257,0.9792,0.218905,0.11386,0.1050443053245544,0.245441,1.4432,0.301244,0.72927,0.47801,,4.34188,-0.0858616,0.0793345,999.0,,,,,,,251.3,3.866153846153846,249,3.830769230769231,,,,,,,,,,,,,,,,,,,Touki Toussaint,16929,657053,28.7
Nick Davila,SEA,3,3,,3.98169,65,0,0,0,,65,275,64,31,29,9,17,,3,52,7.218,2.4165,2.98696,1.2024,0.189733,0.0635202,0.126212440431118,0.252944,1.2588,0.287531,0.727215,0.434001,,4.23498,-0.0865455,0.0101453,999.0,,,,,,,247.9,3.813846153846154,252,3.876923076923077,,,,,,,,,,,,,,,,,,,Nick Davila,sa3014980,689546,26.2
R.J. Alaniz,,3,3,,4.72068,65,0,0,0,,65,283,64,36,34,11,25,,3,64,8.802,3.4641,2.54092,1.5273,0.224621,0.0884015,0.1362195760011673,0.252505,1.3752,0.295797,0.718781,0.367118,,4.71288,-0.0874425,-0.00235764,999.0,,,,,,,223.3,3.4353846153846153,226,3.476923076923077,,,,,,,,,,,,,,,,,,,R.J. Alaniz,10819,595798,33.7
Zach Peek,MIL,3,3,,4.35609,65,0,0,0,,65,282,64,34,31,9,26,,3,59,8.1189,3.6144,2.24626,1.2222,0.207761,0.0924919,0.1152694672346115,0.251797,1.3826,0.295721,0.722863,0.419278,,4.46568,-0.0876435,-0.000585171,999.0,,,,,,,234.9,3.613846153846154,239,3.6769230769230767,,,,,,,,,,,,,,,,,,,Zach Peek,sa3014469,686745,26.8
