Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID,Age
Nestor Cortes,MIL,12,12,,3.98646,32,32,0,1,,200,837,184,94,89,31,55,,7,202,9.08094,2.47072,3.67542,1.41683,0.241164,0.0656155,0.1755488738417625,0.237778,1.19622,0.282032,0.742308,0.31383,,4.11773,2.90509,3.09627,274.739990234375,,,,,,,842.3000000000001,4.2115,819,4.095,,,,,,,,,,,,,,,,,,,Nestor Cortes,17874,641482,30.2
Clarke Schmidt,NYY,12,12,,3.98209,32,32,0,1,,200,849,187,96,88,28,65,,11,196,8.83646,2.94424,3.00127,1.23768,0.231425,0.0771089,0.1543159559369087,0.242498,1.26308,0.291369,0.733681,0.41947,,4.13943,2.86122,2.56421,222.2899932861328,,,,,,,817.3999999999999,4.087,804,4.02,,,,,,,,,,,,,,,,,,,Clarke Schmidt,19899,657376,29.0
Seth Lugo,KCR,12,12,,4.13356,32,32,0,0,,200,852,204,99,92,24,56,,8,174,7.83751,2.53323,3.09389,1.09797,0.204472,0.0660891,0.1383830159902572,0.258702,1.29991,0.304509,0.711468,0.434609,,3.97741,2.83994,2.9248,185.82000732421875,,,,,,,810.4,4.052,844,4.22,,,,,,,,,,,,,,,,,,,Seth Lugo,12447,607625,35.2
Bailey Ober,MIN,12,12,,4.032,32,32,0,0,,200,838,188,96,90,32,49,,8,206,9.26717,2.22225,4.17017,1.42094,0.245786,0.058939,0.1868469566106796,0.240418,1.1851,0.287433,0.733856,0.329703,,4.02078,2.82406,2.63284,79.0,,,,,,,838.6000000000001,4.1930000000000005,825,4.125,,,,,,,,,,,,,,,,,,,Bailey Ober,21224,641927,29.6
Jesús Luzardo,PHI,13,11,,3.93099,32,32,0,1,,200,844,182,94,87,29,68,,8,206,9.27866,3.06848,3.02386,1.29729,0.244334,0.080802,0.1635316386818885,0.236807,1.25049,0.287124,0.744175,0.388194,,4.1143,2.80864,3.2906,233.83999633789065,,,,,,,838.0999999999999,4.190499999999999,811,4.055,,,,,,,,,,,,,,,,,,,Jesus Luzardo,19959,666200,27.4
Kyle Wright,KCR,11,12,,4.15054,32,32,0,1,,200,856,203,100,92,22,66,,11,170,7.65228,2.97864,2.56905,0.970598,0.198609,0.0773083,0.1213004067540168,0.261034,1.34806,0.309447,0.707334,0.492065,,4.02182,2.79342,2.82097,616.3900146484375,,,,,,,794.6000000000001,3.9730000000000008,827,4.135,,,,,,,,,,,,,,,,,,,Kyle Wright,19665,657140,29.4
Taj Bradley,TBR,12,12,,3.87129,32,32,0,0,,200,838,178,93,86,27,68,,7,214,9.62807,3.04018,3.16695,1.22747,0.255465,0.080666,0.1747989356517791,0.233753,1.22983,0.289524,0.738069,0.394212,,3.91431,2.78861,2.68134,193.0500030517578,,,,,,,888.1000000000001,4.440500000000001,852,4.26,,,,,,,,,,,,,,,,,,,Taj Bradley,22543,671737,23.9
José Soriano,LAA,12,12,,3.91984,32,32,0,0,,200,862,190,95,87,21,84,,12,195,8.77731,3.77597,2.32452,0.939529,0.226357,0.097378,0.1289791613817215,0.247587,1.36741,0.306856,0.729171,0.519881,,4.01336,2.78663,3.03393,344.17999267578125,,,,,,,829.7,4.1485,829,4.145,,,,,,,,,,,,,,,,,,,Jose Soriano,22100,667755,26.3
Michael Wacha,KCR,12,12,,4.2674,32,32,0,0,,200,849,199,102,95,27,59,,7,174,7.83004,2.66331,2.93997,1.2338,0.20506,0.0697491,0.1353110447525978,0.254914,1.29304,0.296104,0.712428,0.385653,,4.20191,2.74829,2.61892,272.04998779296875,,,,,,,780.5000000000001,3.9025000000000007,799,3.995,,,,,,,,,,,,,,,,,,,Michael Wacha,14078,608379,33.6
Matthew Boyd,CHC,12,12,,3.92027,32,32,0,1,,200,843,183,94,87,27,66,,9,200,8.98632,2.95707,3.03893,1.23641,0.236899,0.0779548,0.1589446365833282,0.238536,1.24461,0.287924,0.737689,0.375314,,4.07895,2.7359,2.86168,311.9700012207031,,,,,,,851.1000000000001,4.2555000000000005,828,4.14,,,,,,,,,,,,,,,,,,,Matthew Boyd,15440,571510,34.0
Reese Olson,DET,12,13,,3.86592,32,32,0,0,,200,849,192,94,86,23,64,,8,183,8.24979,2.86274,2.88178,1.02122,0.216053,0.074972,0.1410807967185974,0.246501,1.27599,0.295681,0.723381,0.454363,,3.87828,2.73245,2.6788,259.8399963378906,,,,,,,847.8999999999999,4.2395,851,4.255,,,,,,,,,,,,,,,,,,,Reese Olson,24968,681857,25.5
Ryan Pepiot,TBR,12,12,,3.9911,32,32,0,0,,200,846,176,95,89,28,74,,10,214,9.61636,3.31773,2.89847,1.2401,0.252483,0.087109,0.1653739959001541,0.231169,1.24969,0.28532,0.732679,0.363273,,4.08256,2.71853,2.4678,168.75999450683594,,,,,,,853.9999999999999,4.27,812,4.06,,,,,,,,,,,,,,,,,,,Ryan Pepiot,26221,686752,27.5
Germán Márquez,COL,10,14,,4.74458,32,32,0,0,,200,865,218,113,105,29,66,,7,168,7.54493,2.95992,2.54903,1.30731,0.193737,0.076004,0.1177328824996948,0.274318,1.41645,0.316101,0.700699,0.46274,,4.46568,2.7154,2.60038,724.1300048828125,,,,,,,673.5,3.3675,740,3.7,,,,,,,,,,,,,,,,,,,German Marquez,15038,608566,30.0
Brady Singer,CIN,12,12,,4.24882,32,32,0,0,,200,857,204,102,94,29,57,,10,189,8.48707,2.56041,3.31473,1.30597,0.220098,0.0664001,0.1536979004740715,0.258355,1.30445,0.305916,0.720473,0.476048,,4.17666,2.68884,2.83521,351.5299987792969,,,,,,,769.9,3.8495,800,4.0,,,,,,,,,,,,,,,,,,,Brady Singer,25377,663903,28.5
Eduardo Rodriguez,ARI,13,11,,4.00926,32,32,0,1,,200,849,197,96,89,25,63,,6,185,8.33759,2.82574,2.95059,1.10695,0.218159,0.0739376,0.1442217603325843,0.25236,1.29851,0.302092,0.725431,0.418423,,3.94797,2.659,3.07902,401.9700012207031,,,,,,,827.3,4.1365,842,4.21,,,,,,,,,,,,,,,,,,,Eduardo Rodriguez,13164,593958,31.9
Edward Cabrera,MIA,11,13,,4.02252,32,32,0,1,,200,860,177,97,89,23,94,,10,217,9.77587,4.21193,2.32099,1.01941,0.252516,0.108797,0.1437194719910621,0.234312,1.35451,0.299244,0.727678,0.452766,,4.02069,2.65678,3.03003,402.7099914550781,,,,,,,862.8999999999999,4.314499999999999,827,4.135,,,,,,,,,,,,,,,,,,,Edward Cabrera,21690,665795,26.8
Steven Matz,STL,12,12,,3.91614,32,32,0,1,,200,840,193,94,87,25,57,,8,177,7.95061,2.56206,3.10321,1.13447,0.210409,0.0678038,0.1426054686307907,0.249694,1.25195,0.293683,0.72553,0.438,,4.01222,2.64027,2.97375,634.2899780273438,,,,,,,833.7,4.1685,838,4.19,,,,,,,,,,,,,,,,,,,Steven Matz,13361,571927,33.7
Christian Scott,NYM,13,11,,4.03425,32,32,0,0,,200,843,191,96,90,29,54,,9,185,8.3133,2.4426,3.40346,1.3158,0.219198,0.0644044,0.1547935456037521,0.245075,1.2268,0.286088,0.728388,0.38921,,4.16648,2.63773,2.38732,999.0,,,,,,,807.6999999999999,4.0385,804,4.02,,,,,,,,,,,,,,,,,,,Christian Scott,30107,681035,25.7
Jon Gray,TEX,12,12,,4.18084,32,32,4,1,,200,848,196,100,93,28,60,,8,184,8.28122,2.71455,3.05068,1.26788,0.216943,0.071113,0.1458301320672035,0.251185,1.28108,0.295447,0.72111,0.407838,,4.18352,2.59652,2.23654,449.5499877929687,,,,,,,813.9999999999999,4.069999999999999,824,4.12,,,,,,,,,,,,,,,,,,,Jon Gray,14916,592351,33.3
Mitch Keller,PIT,11,13,,4.24616,32,32,0,0,,200,854,198,102,94,25,62,,12,181,8.13515,2.80863,2.89648,1.10942,0.211785,0.073118,0.1386670470237732,0.253977,1.30179,0.30193,0.702676,0.429676,,4.07459,2.57705,2.56801,297.5299987792969,,,,,,,797.7,3.9885,815,4.075,,,,,,,,,,,,,,,,,,,Mitch Keller,17594,656605,28.9
Nick Martinez,CIN,11,13,,4.55999,32,32,0,1,,200,859,210,109,101,32,55,,8,170,7.66583,2.4636,3.11164,1.46066,0.198385,0.0637559,0.1346293538808822,0.263351,1.32179,0.298675,0.710815,0.426252,,4.51407,2.52309,2.17294,336.3900146484375,,,,,,,695.4000000000001,3.4770000000000003,739,3.695,,,,,,,,,,,,,,,,,,,Nick Martinez,12730,607259,34.5
Max Meyer,MIA,11,13,,4.21466,32,32,0,1,,200,857,200,101,94,25,67,,8,177,7.95433,3.0041,2.64782,1.14396,0.206235,0.0778886,0.1283466815948486,0.255974,1.33493,0.301372,0.715486,0.459793,,4.17434,2.52282,2.62701,447.9200134277344,,,,,,,785.5,3.9275,808,4.04,,,,,,,,,,,,,,,,,,,Max Meyer,27474,676974,25.9
Jeffrey Springs,ATH,12,12,,3.83319,32,32,0,1,,200,836,187,92,85,28,56,,7,193,8.6966,2.54197,3.4212,1.24794,0.23116,0.0675669,0.1635928601026535,0.242337,1.21905,0.289116,0.740956,0.397722,,3.98228,2.5218,2.88311,259.239990234375,,,,,,,850.3999999999999,4.251999999999999,837,4.185,,,,,,,,,,,,,,,,,,,Jeffrey Springs,17677,605488,32.4
Noah Schultz,CHW,11,13,,4.11455,32,32,0,0,,200,858,196,99,91,26,70,,11,177,7.97527,3.15904,2.52459,1.17305,0.206648,0.0818541,0.1247935518622398,0.252438,1.33075,0.296513,0.727125,0.458296,,4.30977,2.49533,2.55307,999.0,,,,,,,761.6,3.808,773,3.865,,,,,,,,,,,,,,,,,,,Noah Schultz,sa3020949,702273,21.5
Yu Darvish,SDP,12,12,,4.16796,32,32,0,0,,200,838,189,99,93,30,56,,10,191,8.58995,2.51439,3.41632,1.34696,0.22792,0.066715,0.1612049788236618,0.244328,1.22247,0.287908,0.717711,0.377881,,4.18613,2.42142,2.34437,226.33999633789065,,,,,,,803.6,4.018,794,3.97,,,,,,,,,,,,,,,,,,,Yu Darvish,13074,506433,38.5
Bryan Woo,SEA,12,13,,3.85794,32,32,0,0,,200,831,187,92,86,28,47,,9,189,8.49161,2.11474,4.01544,1.27356,0.227009,0.056534,0.170475073158741,0.24169,1.17126,0.28498,0.728986,0.3911,,3.96606,2.41645,2.4157,136.9199981689453,,,,,,,859.3999999999999,4.297,846,4.23,,,,,,,,,,,,,,,,,,,Bryan Woo,30279,693433,25.0
Kris Bubic,KCR,12,12,,4.11133,32,32,0,1,,200,856,198,99,91,24,71,,8,182,8.17779,3.21736,2.54177,1.07366,0.212222,0.0834939,0.128728412091732,0.254401,1.34582,0.304178,0.722172,0.446152,,4.08989,2.41085,2.92413,351.82000732421875,,,,,,,801.0,4.005,819,4.095,,,,,,,,,,,,,,,,,,,Kris Bubic,21455,663460,27.5
Erick Fedde,STL,11,12,,4.20719,32,32,0,0,,200,854,199,101,93,27,63,,7,172,7.72432,2.81255,2.74638,1.23568,0.20109,0.0732201,0.1278699412941932,0.253867,1.30827,0.29331,0.719847,0.426,,4.27181,2.40298,2.23911,316.54998779296875,,,,,,,764.5000000000001,3.8225000000000007,783,3.915,,,,,,,,,,,,,,,,,,,Erick Fedde,17425,607200,32.0
Robbie Ray,SFG,12,12,,3.90679,32,32,0,0,,200,843,179,93,87,28,64,,9,216,9.71605,2.8616,3.39533,1.27536,0.256072,0.0754189,0.1806529760360717,0.231603,1.21054,0.285216,0.735529,0.365288,,3.9353,2.39496,2.73402,149.97000122070312,,,,,,,883.1999999999999,4.4159999999999995,849,4.245,,,,,,,,,,,,,,,,,,,Robbie Ray,11486,592662,33.4
Alec Marsh,KCR,11,13,,4.38204,32,32,0,1,,200,864,196,104,97,27,71,,12,191,8.57332,3.19616,2.68238,1.21932,0.220546,0.0822202,0.138325922191143,0.25091,1.33464,0.299752,0.710053,0.391648,,4.2687,2.37709,2.42377,525.0800170898438,,,,,,,775.3000000000001,3.876500000000001,786,3.93,,,,,,,,,,,,,,,,,,,Alec Marsh,27451,679525,26.8
Rhett Lowder,CIN,11,13,,4.5483,32,32,0,1,,200,863,210,109,101,30,64,,9,164,7.36832,2.8772,2.56093,1.33669,0.18981,0.0741176,0.1156924217939376,0.265524,1.36873,0.301823,0.709762,0.463101,,4.5472,2.37083,2.16612,445.760009765625,,,,,,,678.0,3.39,723,3.615,,,,,,,,,,,,,,,,,,,Rhett Lowder,33876,695076,22.9
DJ Herz,WSN,12,12,,3.98266,32,32,0,1,,200,860,169,95,89,26,97,,9,218,9.80076,4.34331,2.25652,1.19201,0.253348,0.112274,0.1410742476582527,0.224156,1.32731,0.279649,0.745803,0.365197,,4.29998,2.36988,3.09195,315.5299987792969,,,,,,,842.8000000000001,4.214,784,3.92,,,,,,,,,,,,,,,,,,,DJ Herz,26389,687792,24.1
Chris Bassitt,TOR,12,12,,4.12984,32,32,0,0,,200,855,193,99,92,25,67,,12,183,8.25514,3.0311,2.72348,1.14519,0.214542,0.0787751,0.1357669681310653,0.248527,1.30038,0.295245,0.717269,0.423593,,4.18053,2.33951,2.14104,347.260009765625,,,,,,,799.7,3.9985,804,4.02,,,,,,,,,,,,,,,,,,,Chris Bassitt,12304,605135,36.0
Luis Gil,NYY,12,12,,4.23927,32,32,0,1,,200,863,174,101,94,30,93,,9,221,9.95431,4.20745,2.36588,1.34621,0.25635,0.108353,0.147997185587883,0.22855,1.33649,0.282501,0.739296,0.349181,,4.43592,2.31924,2.04629,196.97000122070312,,,,,,,798.6,3.993,750,3.75,,,,,,,,,,,,,,,,,,,Luis Gil,21052,661563,26.7
Lucas Giolito,BOS,11,13,,4.43105,32,32,0,1,,200,855,194,105,98,30,70,,8,198,8.91899,3.15167,2.82993,1.34073,0.231751,0.0818929,0.1498582810163498,0.249194,1.31914,0.298351,0.714373,0.380232,,4.28439,2.31098,2.50888,388.5,,,,,,,772.6,3.863,776,3.88,,,,,,,,,,,,,,,,,,,Lucas Giolito,15474,608337,30.6
Connelly Early,BOS,12,13,,4.29363,32,32,0,0,,200,869,202,104,95,23,79,,12,173,7.7688,3.5658,2.1787,1.0296,0.198711,0.0912063,0.1075045987963676,0.259421,1.4054,0.307217,0.712714,0.486668,,4.28868,2.30693,2.6131,999.0,,,,,,,744.8999999999999,3.724499999999999,774,3.87,,,,,,,,,,,,,,,,,,,Connelly Early,sa3023308,813349,22.9
David Peterson,NYM,13,11,,3.71317,32,32,0,1,,200,858,190,91,83,21,77,,10,184,8.29535,3.45982,2.39763,0.966763,0.214742,0.0895645,0.12517761439085,0.246445,1.33571,0.298091,0.744204,0.499701,,4.01592,2.28654,2.91589,370.8200073242187,,,,,,,838.7,4.1935,838,4.19,,,,,,,,,,,,,,,,,,,David Peterson,20302,656849,29.5
Gavin Williams,CLE,12,13,,4.09808,32,32,0,0,,200,854,185,98,91,27,75,,9,203,9.15595,3.3594,2.72547,1.19821,0.238258,0.0874189,0.1508390605449676,0.240063,1.29803,0.29301,0.726734,0.39996,,4.11559,2.28268,2.22492,250.6300048828125,,,,,,,820.9000000000001,4.104500000000001,803,4.015,,,,,,,,,,,,,,,,,,,Gavin Williams,30122,668909,25.6
Julio Urías,LAD,13,11,,4.19526,32,32,0,0,,200,841,195,100,93,32,51,,8,186,8.3628,2.3085,3.62261,1.4598,0.220975,0.0609988,0.1599762141704559,0.249949,1.2333,0.289214,0.730755,0.36145,,4.30768,2.27873,2.35765,999.0,,,,,,,774.4000000000001,3.872,779,3.895,,,,,,,,,,,,,,,,,,,Julio Urias,14765,628711,28.5
Luis Garcia,HOU,12,12,,4.20789,32,32,0,1,,200,844,189,100,94,30,63,,6,196,8.81781,2.82061,3.1262,1.34866,0.232189,0.0742717,0.1579168066382408,0.244319,1.26012,0.290265,0.723783,0.365375,,4.18925,2.27178,2.19407,440.0499877929687,,,,,,,808.6,4.043,799,3.995,,,,,,,,,,,,,,,,,,,Luis Garcia (Astros),23735,677651,28.2
Frankie Montas,NYM,13,12,,4.08111,32,32,0,0,,200,855,189,98,91,27,71,,8,192,8.62285,3.19281,2.70071,1.20895,0.224194,0.0830131,0.1411810293793678,0.244327,1.30222,0.291925,0.728899,0.424472,,4.18346,2.25888,2.17246,310.95001220703125,,,,,,,803.5000000000001,4.017500000000001,796,3.98,,,,,,,,,,,,,,,,,,,Frankie Montas,14309,593423,31.9
Cade Cavalli,WSN,11,12,,4.17967,32,32,0,1,,200,856,188,100,93,27,75,,11,188,8.47282,3.36549,2.51756,1.19466,0.220069,0.0874138,0.1326554417610168,0.243764,1.31182,0.290316,0.721067,0.409918,,4.30043,2.25716,2.5669,614.1799926757812,,,,,,,781.1000000000001,3.905500000000001,771,3.855,,,,,,,,,,,,,,,,,,,Cade Cavalli,27473,676917,26.5
Shane Baz,TBR,11,13,,4.24291,32,32,0,1,,200,856,189,101,94,28,75,,9,191,8.6061,3.35786,2.56297,1.25372,0.223363,0.0871501,0.1362129524350166,0.244688,1.31809,0.291231,0.722815,0.396208,,4.322,2.22785,1.82821,182.61000061035156,,,,,,,778.1999999999999,3.891,770,3.85,,,,,,,,,,,,,,,,,,,Shane Baz,22264,669358,25.7
Sean Manaea,NYM,13,11,,4.04027,32,32,0,0,,200,849,184,97,90,28,70,,9,201,9.02835,3.16956,2.84845,1.25854,0.236242,0.082937,0.1533050611615181,0.239155,1.27231,0.288524,0.733307,0.39159,,4.17456,2.22524,2.27211,183.52999877929688,,,,,,,822.1999999999999,4.111,801,4.005,,,,,,,,,,,,,,,,,,,Sean Manaea,15873,640455,33.0
Merrill Kelly,ARI,12,12,,4.18947,32,32,0,0,,200,857,200,100,93,26,65,,6,185,8.32275,2.93049,2.84005,1.1579,0.215929,0.07603,0.1398990601301193,0.25445,1.32453,0.302976,0.718622,0.420429,,4.06012,2.21686,2.66695,304.5799865722656,,,,,,,797.2,3.986,819,4.095,,,,,,,,,,,,,,,,,,,Merrill Kelly,11156,518876,36.3
K.C. Hunt,MIL,11,12,,4.21362,32,32,0,0,,200,852,194,101,94,29,65,,8,187,8.4159,2.925,2.87723,1.2924,0.219559,0.076309,0.1432495862245559,0.248748,1.2935,0.293058,0.72323,0.40893,,4.25958,2.20133,2.3689,999.0,,,,,,,773.9,3.8695,778,3.89,,,,,,,,,,,,,,,,,,,K.C. Hunt,sa3022937,687268,24.6
Lance Lynn,,12,13,,4.37994,32,32,0,0,,200,855,196,104,97,31,64,,9,186,8.38997,2.8693,2.92405,1.38529,0.217953,0.074538,0.1434147581458091,0.249921,1.29729,0.291466,0.717791,0.38,,4.38906,2.18821,2.0006,556.2100219726562,,,,,,,742.1,3.7105,750,3.75,,,,,,,,,,,,,,,,,,,Lance Lynn,2520,458681,37.8
Emmet Sheehan,LAD,12,11,,4.24098,32,32,0,0,,200,855,179,101,94,31,81,,9,216,9.6984,3.6297,2.67196,1.3815,0.25207,0.0943392,0.1577310040593147,0.234093,1.2988,0.286012,0.734385,0.35452,,4.35558,2.17659,2.25791,748.3200073242188,,,,,,,795.3000000000001,3.9765,759,3.795,,,,,,,,,,,,,,,,,,,Emmet Sheehan,29839,686218,25.3
Robert Gasser,MIL,12,13,,4.25349,32,32,0,0,,200,854,195,101,95,30,62,,12,176,7.902,2.7891,2.83317,1.3536,0.205524,0.0725421,0.1329822018742561,0.24993,1.2852,0.287032,0.724056,0.384646,,4.47478,2.1715,2.37297,999.0,,,,,,,734.0,3.67,740,3.7,,,,,,,,,,,,,,,,,,,Robert Gasser,29812,688107,25.7
Casey Mize,DET,12,13,,4.14367,32,32,0,0,,200,854,203,100,92,25,56,,9,162,7.30088,2.52826,2.88771,1.13669,0.189904,0.0657629,0.124140977859497,0.25775,1.29821,0.296079,0.712046,0.454363,,4.16051,2.16779,2.05234,484.5299987792969,,,,,,,773.7,3.8685,804,4.02,,,,,,,,,,,,,,,,,,,Casey Mize,20492,663554,27.8
Bryce Miller,SEA,12,12,,3.89761,32,32,0,0,,200,835,186,93,87,29,54,,8,192,8.64789,2.41643,3.57879,1.29543,0.230034,0.064277,0.1657570227980613,0.240774,1.20017,0.284929,0.735666,0.37277,,4.03874,2.15384,2.2996,80.26000213623047,,,,,,,837.6999999999999,4.1884999999999994,821,4.105,,,,,,,,,,,,,,,,,,,Bryce Miller,29837,682243,26.5
Quinn Mathews,STL,12,12,,3.97491,32,32,0,0,,200,856,190,96,88,24,75,,9,181,8.13567,3.38017,2.40689,1.0886,0.211166,0.0877341,0.123431846499443,0.246302,1.32583,0.29271,0.731709,0.44,,4.19916,2.14668,2.76057,999.0,,,,,,,800.8,4.004,798,3.99,,,,,,,,,,,,,,,,,,,Quinn Mathews,sa3023407,687273,24.4
Spencer Turnbull,,12,13,,4.21956,32,32,0,0,,200,859,198,102,94,24,68,,11,177,7.96525,3.07798,2.58782,1.09536,0.205946,0.079583,0.1263632848858833,0.254456,1.33437,0.300932,0.710243,0.457,,4.17082,2.13404,2.20121,603.5,,,,,,,787.0,3.935,805,4.025,,,,,,,,,,,,,,,,,,,Spencer Turnbull,16207,605513,32.4
Trevor Bauer,,13,12,,4.33881,32,32,0,0,,200,850,187,102,96,34,66,,8,209,9.3942,2.9673,3.16591,1.5201,0.2456,0.0775765,0.1680235266685485,0.24053,1.2631,0.286555,0.73122,0.330764,,4.38278,2.11652,2.15462,747.5499877929688,,,,,,,771.5999999999999,3.858,754,3.77,,,,,,,,,,,,,,,,,,,Trevor Bauer,12703,545333,34.1
Gavin Stone,LAD,13,12,,4.25673,32,32,0,0,,200,852,199,102,95,29,65,,7,176,7.9002,2.9043,2.72017,1.2978,0.206008,0.0757334,0.1302745789289474,0.255294,1.3197,0.295772,0.724088,0.437473,,4.35258,2.1138,2.14858,999.0,,,,,,,741.9,3.7095,759,3.795,,,,,,,,,,,,,,,,,,,Gavin Stone,27792,694813,26.3
Andre Pallante,STL,12,12,,4.01266,32,32,0,1,,200,863,206,98,89,17,81,,7,148,6.63798,3.64263,1.8223,0.762596,0.170836,0.0937472,0.0770886614918708,0.265679,1.43463,0.309465,0.716224,0.578,,4.11549,2.10955,2.55014,491.2900085449219,,,,,,,771.3000000000001,3.856500000000001,815,4.075,,,,,,,,,,,,,,,,,,,Andre Pallante,26108,669467,26.4
Andrew Abbott,CIN,11,13,,4.67298,32,32,0,0,,200,865,198,110,104,36,73,,7,194,8.73191,3.26815,2.67182,1.6025,0.224216,0.0839189,0.1402969360351562,0.251575,1.35203,0.291402,0.725661,0.345239,,4.72963,2.10912,2.06865,463.9500122070313,,,,,,,670.4000000000001,3.3520000000000003,680,3.4,,,,,,,,,,,,,,,,,,,Andrew Abbott,29911,671096,25.7
Aaron Civale,MIL,11,13,,4.41332,32,32,0,0,,200,861,199,105,98,32,59,,9,189,8.52167,2.67663,3.18373,1.46055,0.219859,0.0690569,0.1508020088076591,0.251617,1.29481,0.292528,0.721253,0.380678,,4.41036,2.08277,1.9638,370.5499877929687,,,,,,,743.0000000000001,3.7150000000000007,758,3.79,,,,,,,,,,,,,,,,,,,Aaron Civale,19479,650644,29.7
Jordan Montgomery,ARI,12,12,,4.20821,32,32,0,1,,200,855,210,101,94,24,57,,6,157,7.06807,2.56101,2.75988,1.08423,0.183754,0.0665804,0.11717339605093,0.265779,1.33636,0.305192,0.711064,0.443063,,4.11122,2.07436,2.56441,419.0299987792969,,,,,,,767.8,3.839,817,4.085,,,,,,,,,,,,,,,,,,,Jordan Montgomery,16511,656756,32.1
Andrew Heaney,,12,13,,4.25737,32,32,0,0,,200,850,192,101,95,30,62,,11,190,8.54453,2.79761,3.05422,1.34358,0.223392,0.073142,0.1502499431371688,0.247649,1.27231,0.291763,0.720807,0.37,,4.31098,2.07336,2.30436,483.8200073242187,,,,,,,772.8,3.864,771,3.855,,,,,,,,,,,,,,,,,,,Andrew Heaney,15423,571760,33.7
Kyle Gibson,,11,13,,4.25943,32,32,0,0,,200,863,204,103,95,26,68,,8,170,7.64697,3.07849,2.484,1.1719,0.196867,0.0792539,0.1176130697131156,0.259089,1.36159,0.300936,0.719716,0.458,,4.30252,2.06589,2.10041,632.3400268554688,,,,,,,741.8000000000001,3.709000000000001,774,3.87,,,,,,,,,,,,,,,,,,,Kyle Gibson,10123,502043,37.3
Miles Mikolas,STL,11,13,,4.28378,32,32,0,0,,200,844,214,103,95,29,38,,8,144,6.47058,1.70142,3.80304,1.32114,0.170464,0.044823,0.1256408840417862,0.268446,1.26024,0.295845,0.708568,0.417417,,4.31876,2.05727,2.03263,605.260009765625,,,,,,,716.9,3.5845,773,3.865,,,,,,,,,,,,,,,,,,,Miles Mikolas,9803,571945,36.5
Ryan Lobus,TEX,11,12,,4.29066,32,32,0,0,,200,855,194,102,95,30,65,,10,186,8.3799,2.9196,2.87022,1.3347,0.217852,0.0759008,0.1419513374567031,0.248661,1.2944,0.291228,0.720477,0.394514,,4.35148,2.05357,2.02785,999.0,,,,,,,753.6,3.768,757,3.785,,,,,,,,,,,,,,,,,,,Ryan Lobus,sa3022744,815590,24.4
Antonio Senzatela,COL,10,15,,5.11636,32,32,0,1,,200,876,238,122,114,30,55,,9,128,5.76047,2.46308,2.33872,1.34808,0.146088,0.0624647,0.0836229622364044,0.292559,1.46288,0.31738,0.680391,0.472283,,4.78295,2.0365,1.80294,999.0,,,,,,,560.2,2.801,678,3.39,,,,,,,,,,,,,,,,,,,Antonio Senzatela,15488,622608,30.1
Walker Buehler,BOS,11,13,,4.57279,32,32,0,1,,200,864,209,109,102,27,67,,8,170,7.63417,3.00692,2.53887,1.20999,0.196276,0.0773085,0.1189674213528633,0.264659,1.3786,0.307046,0.699315,0.438853,,4.34303,2.03536,2.12375,255.7400054931641,,,,,,,723.5000000000001,3.6175000000000006,768,3.84,,,,,,,,,,,,,,,,,,,Walker Buehler,19374,621111,30.6
Ryan Feltner,COL,10,14,,4.88367,32,32,0,0,,200,870,213,116,109,30,70,,9,173,7.79875,3.1404,2.48336,1.34368,0.199128,0.0801849,0.1189430058002471,0.269565,1.41607,0.311881,0.692346,0.43055,,4.55293,2.01679,2.33675,661.2899780273438,,,,,,,666.2,3.3310000000000004,719,3.595,,,,,,,,,,,,,,,,,,,Ryan Feltner,21446,663372,28.5
Bowden Francis,TOR,11,12,,4.32872,32,32,0,1,,200,851,194,103,96,33,55,,11,185,8.31917,2.48765,3.34419,1.46304,0.217341,0.0649906,0.1523503735661506,0.246783,1.24429,0.284056,0.719344,0.343825,,4.42408,2.01535,1.74854,232.88999938964844,,,,,,,745.6999999999999,3.728499999999999,747,3.735,,,,,,,,,,,,,,,,,,,Bowden Francis,20548,670102,28.8
Ricky Tiedemann,TOR,12,12,,4.10706,32,32,0,0,,200,867,186,99,91,25,87,,11,198,8.8875,3.906,2.27535,1.125,0.227797,0.100115,0.1276816576719284,0.241618,1.3636,0.294197,0.731617,0.431609,,4.27928,1.9938,2.14553,999.0,,,,,,,790.9,3.9545,777,3.885,,,,,,,,,,,,,,,,,,,Ricky Tiedemann,sa3018096,694357,22.5
José Berríos,TOR,11,12,,4.29348,32,32,0,0,,200,856,203,103,95,29,56,,11,174,7.82268,2.50979,3.11687,1.29962,0.203042,0.065143,0.1378991082310676,0.256846,1.2926,0.296371,0.714303,0.419006,,4.30728,1.97296,1.73593,238.83999633789065,,,,,,,742.5,3.7125,770,3.85,,,,,,,,,,,,,,,,,,,Jose Berrios,14168,621244,30.7
